action	current_path	proposed_path	note
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/10_track_10.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/11_track_11.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/12_track_12.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/13_track_13.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/14_track_14.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/15_track_15.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/16_track_16.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/17_track_17.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/18_track_18.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/19_track_19.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/20_track_20.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/21_track_21.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/22_track_22.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/23_track_23.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_3_lessons_53_76/24_track_24.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/01_lesson_088.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/02_lesson_089.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/03_lesson_090.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/04_lesson_091.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/05_lesson_092.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/06_lesson_093.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/07_lesson_094.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/08_lesson_069.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/09_lesson_070.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/10_lesson_071.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/11_lesson_072.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/12_lesson_073.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/13_lesson_074.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/14_lesson_075.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/15_lesson_076.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/16_lesson_077.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/17_lesson_078.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/18_lesson_079.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/19_lesson_080.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/20_lesson_081.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/21_lesson_082.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/22_lesson_083.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/23_lesson_084.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/assimil_german_with_ease/cd_4_lessons_77_100/24_lesson_085.wma		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/english_package_list.html		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/english_shop.url		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/read_me.url		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/assimil_german_with_ease_www_vatandownload.com]/www_vatandownload_com.txt		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day002.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day004.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day006.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day007.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day008.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day009.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day010.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day011.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day012.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day013.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day015.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day016.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day017.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day018.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day019.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day020.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day021.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day022.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day023.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day025.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day028.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day029.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day030.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day032.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day033.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day034.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day035.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day037.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day038.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day041.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day042.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day043.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day044.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day045.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day048.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day049.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day050.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day052.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day053.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day055.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day056.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day057.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day060.mp3		needs human decision
FLAG	/media/arash/Transcend-Arash/05_Language/_junk/fme_method/german_unzipped/glossika_german_1/glogermf3gsr/glossika_ende_f3_gsr_day061.mp3		needs human decision
